epoch,box,cls,obj,kpt,Recall,Precision,mAP@50,F1,mAP
730,1.099,0.550,1.132,0.194,0.508,0.802,0.577,0.622,0.286
731,1.107,0.547,1.144,0.192,0.508,0.802,0.577,0.622,0.286
732,1.117,0.557,1.145,0.194,0.508,0.803,0.577,0.623,0.287
733,1.092,0.546,1.132,0.190,0.508,0.804,0.577,0.622,0.287
734,1.096,0.548,1.143,0.189,0.508,0.803,0.577,0.623,0.287
735,1.121,0.555,1.146,0.191,0.509,0.802,0.578,0.623,0.287
736,1.087,0.544,1.107,0.190,0.509,0.803,0.578,0.623,0.287
737,1.113,0.552,1.156,0.190,0.510,0.803,0.578,0.623,0.287
738,1.095,0.546,1.138,0.193,0.509,0.805,0.578,0.624,0.287
739,1.109,0.550,1.158,0.189,0.509,0.804,0.578,0.624,0.287
740,1.143,0.564,1.198,0.190,0.510,0.802,0.578,0.624,0.287
741,1.100,0.553,1.110,0.190,0.510,0.801,0.578,0.623,0.287
742,1.053,0.529,1.102,0.192,0.510,0.801,0.578,0.623,0.287
743,1.117,0.554,1.150,0.189,0.511,0.799,0.578,0.623,0.287
744,1.103,0.548,1.131,0.188,0.511,0.800,0.578,0.624,0.287
745,1.123,0.559,1.157,0.187,0.512,0.799,0.579,0.624,0.287
746,1.129,0.555,1.142,0.186,0.511,0.800,0.579,0.623,0.287
747,1.067,0.539,1.104,0.192,0.510,0.801,0.578,0.623,0.287
748,1.115,0.551,1.137,0.189,0.511,0.799,0.579,0.623,0.287
749,1.083,0.544,1.102,0.186,0.512,0.797,0.579,0.623,0.288
750,1.137,0.569,1.163,0.187,0.511,0.801,0.579,0.624,0.288
751,1.068,0.535,1.097,0.190,0.511,0.800,0.579,0.624,0.288
752,1.105,0.548,1.130,0.187,0.512,0.799,0.579,0.624,0.288
753,1.150,0.564,1.175,0.189,0.511,0.799,0.579,0.624,0.288
754,1.119,0.555,1.131,0.188,0.512,0.798,0.579,0.624,0.288
755,1.089,0.542,1.122,0.191,0.513,0.797,0.579,0.624,0.287
756,1.140,0.566,1.165,0.187,0.513,0.797,0.579,0.624,0.287
757,1.097,0.552,1.119,0.194,0.513,0.798,0.579,0.625,0.287
758,1.096,0.549,1.113,0.191,0.514,0.797,0.580,0.625,0.287
759,1.114,0.555,1.131,0.189,0.514,0.796,0.580,0.625,0.288
760,1.083,0.541,1.116,0.191,0.515,0.794,0.580,0.625,0.288
761,1.113,0.554,1.136,0.190,0.515,0.795,0.580,0.625,0.288
762,1.129,0.560,1.156,0.188,0.515,0.793,0.579,0.624,0.287
763,1.144,0.564,1.174,0.187,0.514,0.795,0.579,0.624,0.287
764,1.077,0.543,1.109,0.191,0.514,0.796,0.580,0.625,0.287
765,1.097,0.549,1.123,0.188,0.514,0.796,0.580,0.625,0.288
766,1.090,0.550,1.109,0.185,0.513,0.798,0.579,0.624,0.287
767,1.138,0.560,1.192,0.191,0.513,0.797,0.579,0.624,0.287
768,1.086,0.540,1.119,0.193,0.513,0.797,0.579,0.624,0.287
769,1.101,0.549,1.126,0.191,0.512,0.799,0.579,0.624,0.287
770,1.062,0.534,1.090,0.197,0.512,0.798,0.579,0.624,0.287
771,1.117,0.554,1.164,0.195,0.512,0.799,0.579,0.624,0.287
772,1.062,0.532,1.112,0.189,0.512,0.798,0.579,0.624,0.287
773,1.108,0.554,1.127,0.189,0.512,0.799,0.579,0.624,0.287
774,1.087,0.545,1.103,0.190,0.511,0.801,0.579,0.624,0.287
775,1.083,0.537,1.127,0.193,0.512,0.800,0.579,0.625,0.287
776,1.091,0.544,1.123,0.189,0.512,0.800,0.579,0.625,0.287
777,1.078,0.539,1.103,0.188,0.513,0.798,0.580,0.625,0.287
778,1.084,0.547,1.108,0.190,0.512,0.800,0.580,0.625,0.287
779,1.111,0.555,1.142,0.189,0.512,0.800,0.579,0.624,0.287
780,1.074,0.541,1.106,0.190,0.512,0.800,0.579,0.624,0.287
781,1.077,0.540,1.113,0.190,0.512,0.800,0.579,0.624,0.287
782,1.092,0.544,1.118,0.190,0.511,0.801,0.579,0.624,0.287
783,1.091,0.548,1.121,0.187,0.512,0.799,0.579,0.624,0.287
784,1.095,0.546,1.131,0.191,0.512,0.800,0.579,0.624,0.287
785,1.100,0.551,1.120,0.191,0.512,0.800,0.579,0.624,0.288
786,1.063,0.533,1.079,0.190,0.513,0.798,0.579,0.624,0.288
787,1.094,0.554,1.131,0.189,0.513,0.798,0.579,0.624,0.287
788,1.123,0.557,1.156,0.190,0.512,0.800,0.579,0.624,0.288
789,1.081,0.542,1.099,0.190,0.512,0.801,0.579,0.625,0.288
790,1.052,0.535,1.080,0.191,0.511,0.801,0.579,0.624,0.288
791,1.086,0.543,1.131,0.185,0.512,0.801,0.579,0.624,0.288
792,1.107,0.552,1.146,0.191,0.512,0.801,0.579,0.625,0.288
793,1.100,0.541,1.146,0.194,0.512,0.801,0.579,0.625,0.288
794,1.080,0.541,1.126,0.190,0.512,0.803,0.579,0.625,0.288
795,1.071,0.537,1.114,0.190,0.512,0.803,0.579,0.625,0.288
796,1.172,0.582,1.177,0.184,0.512,0.803,0.580,0.625,0.288
797,1.072,0.543,1.110,0.192,0.512,0.802,0.580,0.625,0.288
798,1.097,0.549,1.122,0.194,0.512,0.803,0.580,0.625,0.288
799,1.093,0.549,1.119,0.188,0.512,0.802,0.580,0.625,0.288
800,1.112,0.558,1.131,0.189,0.513,0.802,0.580,0.625,0.288
801,1.128,0.557,1.138,0.188,0.512,0.803,0.580,0.625,0.288
802,1.093,0.548,1.121,0.191,0.512,0.804,0.579,0.625,0.288
803,1.120,0.555,1.155,0.189,0.512,0.802,0.580,0.625,0.288
804,1.125,0.554,1.158,0.191,0.512,0.802,0.580,0.625,0.288
805,1.111,0.554,1.147,0.190,0.512,0.802,0.580,0.626,0.288
806,1.074,0.545,1.091,0.189,0.512,0.802,0.580,0.625,0.288
807,1.104,0.555,1.121,0.191,0.512,0.803,0.580,0.625,0.288
808,1.132,0.558,1.162,0.192,0.512,0.802,0.580,0.625,0.288
809,1.088,0.555,1.127,0.189,0.513,0.802,0.580,0.626,0.288
810,1.095,0.545,1.103,0.192,0.513,0.802,0.580,0.626,0.288
811,1.111,0.552,1.150,0.189,0.514,0.800,0.580,0.626,0.288
812,1.075,0.537,1.101,0.189,0.514,0.799,0.581,0.626,0.288
813,1.073,0.542,1.103,0.189,0.514,0.801,0.580,0.626,0.288
814,1.090,0.542,1.111,0.190,0.514,0.800,0.581,0.626,0.289
815,1.105,0.548,1.133,0.192,0.514,0.800,0.581,0.626,0.288
816,1.118,0.558,1.129,0.189,0.515,0.799,0.581,0.626,0.288
817,1.103,0.552,1.122,0.192,0.515,0.797,0.581,0.626,0.288
818,1.100,0.554,1.130,0.189,0.515,0.799,0.581,0.626,0.288
819,1.114,0.553,1.135,0.187,0.515,0.798,0.581,0.626,0.289
820,1.119,0.560,1.150,0.188,0.515,0.797,0.580,0.626,0.288
821,1.079,0.544,1.108,0.191,0.514,0.800,0.581,0.626,0.288
822,1.132,0.564,1.155,0.192,0.515,0.799,0.581,0.626,0.288
823,1.105,0.550,1.127,0.190,0.514,0.801,0.581,0.626,0.289
824,1.050,0.534,1.064,0.190,0.513,0.802,0.581,0.626,0.289
825,1.138,0.569,1.155,0.181,0.513,0.802,0.581,0.626,0.289
826,1.083,0.547,1.102,0.188,0.514,0.802,0.581,0.626,0.289
827,1.098,0.543,1.112,0.188,0.513,0.804,0.581,0.626,0.289
828,1.091,0.548,1.117,0.191,0.513,0.803,0.581,0.626,0.289
829,1.056,0.533,1.070,0.189,0.514,0.802,0.581,0.626,0.288
830,1.023,0.521,1.046,0.191,0.514,0.802,0.581,0.626,0.288
831,1.067,0.539,1.093,0.189,0.513,0.803,0.581,0.626,0.288
832,1.161,0.574,1.179,0.183,0.513,0.803,0.581,0.626,0.288
833,1.075,0.544,1.101,0.191,0.513,0.802,0.581,0.626,0.289
834,1.070,0.534,1.115,0.193,0.513,0.802,0.581,0.626,0.289
835,1.096,0.550,1.126,0.189,0.513,0.803,0.581,0.626,0.289
836,1.052,0.531,1.083,0.193,0.514,0.802,0.581,0.626,0.289
837,1.081,0.547,1.098,0.188,0.513,0.806,0.582,0.627,0.289
838,1.090,0.552,1.117,0.189,0.512,0.807,0.582,0.627,0.289
839,1.081,0.547,1.111,0.189,0.511,0.809,0.582,0.627,0.289
840,1.080,0.544,1.105,0.189,0.512,0.806,0.582,0.627,0.289
841,1.099,0.549,1.119,0.190,0.513,0.804,0.582,0.627,0.289
842,1.094,0.547,1.128,0.190,0.513,0.804,0.582,0.627,0.289
843,1.098,0.551,1.123,0.189,0.514,0.802,0.582,0.627,0.289
844,1.089,0.546,1.133,0.190,0.514,0.802,0.582,0.627,0.289
845,1.093,0.544,1.123,0.189,0.513,0.807,0.582,0.627,0.289
846,1.132,0.565,1.146,0.187,0.513,0.807,0.582,0.627,0.289
847,1.106,0.553,1.116,0.186,0.513,0.805,0.582,0.627,0.289
848,1.098,0.551,1.115,0.190,0.513,0.805,0.582,0.627,0.289
849,1.075,0.537,1.100,0.188,0.514,0.805,0.582,0.627,0.289
850,1.091,0.547,1.123,0.187,0.514,0.804,0.581,0.627,0.289
851,1.071,0.537,1.102,0.194,0.514,0.805,0.582,0.627,0.289
852,1.076,0.537,1.106,0.193,0.513,0.804,0.581,0.627,0.289
853,1.087,0.545,1.113,0.187,0.513,0.804,0.581,0.627,0.289
854,1.084,0.545,1.126,0.189,0.514,0.803,0.581,0.627,0.289
855,1.090,0.547,1.123,0.192,0.514,0.803,0.581,0.627,0.289
856,1.072,0.544,1.094,0.189,0.514,0.802,0.581,0.627,0.289
857,1.076,0.538,1.093,0.189,0.514,0.801,0.581,0.627,0.289
858,1.089,0.552,1.122,0.190,0.514,0.802,0.582,0.627,0.289
859,1.028,0.515,1.050,0.195,0.514,0.802,0.581,0.626,0.289
860,1.091,0.544,1.117,0.192,0.514,0.802,0.582,0.626,0.289
861,1.081,0.548,1.106,0.185,0.514,0.801,0.581,0.626,0.289
862,1.096,0.552,1.133,0.189,0.514,0.801,0.582,0.626,0.289
863,1.068,0.540,1.098,0.191,0.515,0.801,0.582,0.627,0.289
864,1.093,0.548,1.121,0.186,0.514,0.801,0.582,0.626,0.289
865,1.131,0.566,1.159,0.185,0.515,0.801,0.582,0.627,0.289
866,1.094,0.551,1.107,0.187,0.514,0.802,0.582,0.627,0.289
867,1.123,0.564,1.126,0.186,0.515,0.800,0.582,0.627,0.289
868,1.062,0.535,1.091,0.190,0.514,0.801,0.582,0.626,0.289
869,1.083,0.544,1.097,0.187,0.514,0.801,0.582,0.626,0.289
870,1.060,0.535,1.085,0.191,0.514,0.802,0.582,0.626,0.289
871,1.134,0.560,1.147,0.191,0.514,0.801,0.582,0.626,0.289
872,1.094,0.543,1.123,0.191,0.514,0.802,0.582,0.626,0.289
873,1.073,0.542,1.076,0.189,0.513,0.803,0.582,0.626,0.289
874,1.065,0.531,1.094,0.193,0.513,0.805,0.582,0.626,0.289
875,1.052,0.537,1.069,0.187,0.513,0.804,0.582,0.626,0.289
876,1.089,0.546,1.103,0.190,0.513,0.804,0.582,0.626,0.289
877,1.101,0.552,1.123,0.190,0.513,0.803,0.582,0.626,0.289
878,1.081,0.539,1.112,0.190,0.514,0.802,0.582,0.627,0.289
879,1.072,0.537,1.097,0.193,0.514,0.803,0.582,0.627,0.289
880,1.084,0.542,1.113,0.187,0.513,0.804,0.582,0.627,0.289
881,1.171,0.580,1.173,0.186,0.514,0.803,0.582,0.627,0.289
882,1.054,0.534,1.079,0.189,0.513,0.805,0.582,0.627,0.289
883,1.085,0.543,1.125,0.189,0.513,0.804,0.582,0.627,0.290
884,1.073,0.542,1.095,0.190,0.514,0.805,0.582,0.627,0.290
885,1.098,0.544,1.135,0.190,0.513,0.804,0.582,0.627,0.289
886,1.112,0.552,1.134,0.187,0.512,0.806,0.582,0.627,0.289
887,1.098,0.543,1.135,0.193,0.513,0.805,0.582,0.627,0.289
888,1.113,0.558,1.139,0.187,0.512,0.806,0.582,0.627,0.289
889,1.032,0.518,1.061,0.195,0.513,0.806,0.582,0.627,0.289
890,1.089,0.546,1.123,0.194,0.513,0.805,0.582,0.626,0.289
891,1.115,0.562,1.125,0.188,0.513,0.803,0.582,0.626,0.289
892,1.075,0.541,1.099,0.190,0.513,0.804,0.582,0.626,0.289
893,1.089,0.547,1.111,0.187,0.512,0.803,0.582,0.626,0.289
894,1.088,0.551,1.122,0.188,0.512,0.803,0.582,0.626,0.289
895,1.087,0.546,1.094,0.186,0.513,0.802,0.582,0.626,0.289
896,1.104,0.550,1.126,0.189,0.512,0.804,0.582,0.626,0.289
897,1.077,0.544,1.095,0.188,0.512,0.804,0.582,0.626,0.289
898,1.095,0.543,1.123,0.188,0.512,0.803,0.582,0.626,0.289
899,1.085,0.550,1.108,0.185,0.512,0.804,0.582,0.626,0.289
900,1.076,0.544,1.107,0.190,0.513,0.802,0.582,0.625,0.289
901,1.070,0.539,1.091,0.186,0.513,0.802,0.582,0.626,0.289
902,1.108,0.555,1.122,0.186,0.514,0.801,0.582,0.626,0.289
903,1.057,0.534,1.085,0.189,0.513,0.801,0.582,0.626,0.289
904,1.089,0.547,1.113,0.185,0.513,0.801,0.582,0.626,0.289
905,1.075,0.542,1.091,0.189,0.513,0.802,0.582,0.626,0.289
906,1.105,0.551,1.132,0.184,0.513,0.803,0.582,0.626,0.289
907,1.104,0.552,1.132,0.185,0.513,0.804,0.582,0.626,0.289
908,1.094,0.548,1.117,0.192,0.513,0.803,0.582,0.626,0.289
909,1.080,0.550,1.100,0.189,0.513,0.803,0.582,0.626,0.289
910,1.069,0.535,1.130,0.192,0.513,0.803,0.582,0.626,0.289
911,1.129,0.561,1.152,0.188,0.513,0.804,0.582,0.626,0.289
912,1.113,0.560,1.128,0.186,0.513,0.805,0.582,0.626,0.289
913,1.082,0.545,1.100,0.189,0.513,0.805,0.582,0.626,0.289
914,1.058,0.533,1.066,0.187,0.513,0.804,0.582,0.626,0.289
915,1.092,0.547,1.114,0.187,0.513,0.803,0.582,0.626,0.289
916,1.092,0.546,1.114,0.186,0.513,0.804,0.582,0.626,0.289
917,1.115,0.554,1.131,0.187,0.514,0.803,0.582,0.626,0.289
918,1.083,0.543,1.108,0.191,0.514,0.802,0.582,0.626,0.289
919,1.075,0.538,1.105,0.189,0.514,0.801,0.582,0.626,0.289
920,1.089,0.545,1.111,0.188,0.514,0.801,0.582,0.626,0.289
921,1.086,0.545,1.105,0.191,0.513,0.803,0.582,0.626,0.289
922,1.110,0.564,1.135,0.189,0.513,0.804,0.582,0.626,0.289
923,1.102,0.554,1.128,0.190,0.513,0.803,0.582,0.626,0.289
924,1.084,0.547,1.109,0.190,0.513,0.803,0.582,0.626,0.289
925,1.110,0.557,1.132,0.188,0.513,0.804,0.582,0.626,0.289
926,1.058,0.538,1.072,0.188,0.513,0.804,0.582,0.626,0.289
927,1.109,0.559,1.115,0.183,0.513,0.803,0.582,0.626,0.289
928,1.092,0.551,1.115,0.187,0.513,0.803,0.582,0.626,0.289
929,1.084,0.548,1.088,0.185,0.513,0.804,0.582,0.626,0.289
930,1.064,0.539,1.069,0.184,0.513,0.802,0.582,0.626,0.289
931,1.053,0.535,1.067,0.186,0.513,0.803,0.582,0.626,0.289
932,1.100,0.565,1.103,0.185,0.514,0.802,0.582,0.626,0.289
933,1.070,0.533,1.090,0.189,0.514,0.802,0.582,0.626,0.289
934,1.117,0.557,1.125,0.189,0.513,0.803,0.582,0.626,0.289
935,1.069,0.532,1.097,0.190,0.513,0.804,0.582,0.627,0.289
936,1.116,0.556,1.138,0.188,0.513,0.804,0.582,0.627,0.289
937,1.074,0.539,1.097,0.189,0.514,0.804,0.582,0.627,0.290
938,1.058,0.540,1.075,0.189,0.514,0.804,0.583,0.627,0.290
939,1.044,0.530,1.062,0.187,0.514,0.801,0.582,0.627,0.289
940,1.068,0.541,1.086,0.189,0.514,0.802,0.582,0.626,0.290
941,1.085,0.545,1.121,0.185,0.514,0.802,0.582,0.626,0.290
942,1.083,0.550,1.086,0.186,0.514,0.803,0.582,0.627,0.290
943,1.039,0.525,1.071,0.188,0.514,0.803,0.582,0.627,0.290
944,1.097,0.550,1.112,0.189,0.514,0.803,0.582,0.627,0.290
945,1.081,0.546,1.072,0.183,0.514,0.803,0.582,0.627,0.290
946,1.074,0.543,1.095,0.191,0.514,0.802,0.582,0.626,0.290
947,1.099,0.558,1.103,0.184,0.513,0.803,0.582,0.626,0.290
948,1.118,0.558,1.134,0.187,0.513,0.803,0.582,0.627,0.290
949,1.092,0.548,1.114,0.189,0.514,0.804,0.582,0.627,0.290
950,1.113,0.556,1.126,0.189,0.513,0.804,0.582,0.627,0.290
951,1.042,0.530,1.038,0.190,0.515,0.803,0.583,0.627,0.290
952,1.105,0.554,1.127,0.188,0.514,0.805,0.583,0.628,0.290
953,1.043,0.527,1.057,0.189,0.514,0.805,0.583,0.627,0.290
954,1.065,0.539,1.075,0.189,0.514,0.804,0.583,0.627,0.290
955,1.101,0.551,1.104,0.184,0.515,0.804,0.583,0.627,0.290
956,1.108,0.558,1.123,0.188,0.515,0.803,0.583,0.628,0.290
957,1.056,0.539,1.062,0.187,0.515,0.803,0.583,0.627,0.290
958,1.109,0.556,1.106,0.186,0.515,0.802,0.584,0.628,0.290
959,1.122,0.560,1.115,0.184,0.515,0.803,0.583,0.627,0.290
960,1.076,0.539,1.088,0.188,0.515,0.803,0.583,0.627,0.290
961,1.079,0.536,1.074,0.190,0.515,0.803,0.583,0.627,0.290
962,1.089,0.548,1.069,0.185,0.515,0.802,0.583,0.627,0.290
963,1.092,0.552,1.100,0.188,0.514,0.805,0.584,0.628,0.290
964,1.078,0.540,1.077,0.187,0.514,0.806,0.584,0.627,0.290
965,1.094,0.550,1.125,0.188,0.514,0.805,0.584,0.628,0.290
966,1.053,0.535,1.066,0.188,0.515,0.805,0.584,0.628,0.290
967,1.075,0.545,1.097,0.188,0.514,0.805,0.584,0.628,0.290
968,1.096,0.553,1.108,0.187,0.515,0.803,0.584,0.627,0.290
969,1.082,0.544,1.096,0.190,0.515,0.803,0.584,0.628,0.290
970,1.080,0.552,1.092,0.185,0.514,0.805,0.584,0.628,0.290
971,1.124,0.559,1.123,0.187,0.514,0.805,0.584,0.628,0.290
972,1.085,0.546,1.090,0.187,0.514,0.805,0.584,0.628,0.290
973,1.100,0.552,1.111,0.190,0.514,0.806,0.584,0.628,0.290
974,1.112,0.559,1.125,0.186,0.514,0.806,0.584,0.628,0.290
975,1.077,0.543,1.083,0.186,0.514,0.805,0.584,0.628,0.291
976,1.111,0.556,1.125,0.186,0.514,0.805,0.584,0.628,0.291
977,1.075,0.543,1.095,0.188,0.515,0.805,0.584,0.628,0.291
978,1.095,0.555,1.098,0.182,0.514,0.806,0.584,0.628,0.291
979,1.063,0.540,1.059,0.184,0.514,0.807,0.584,0.628,0.291
980,1.076,0.536,1.112,0.191,0.514,0.806,0.584,0.628,0.291
981,1.101,0.557,1.126,0.184,0.514,0.807,0.584,0.628,0.291
982,1.063,0.541,1.077,0.189,0.514,0.806,0.584,0.627,0.291
983,1.095,0.553,1.084,0.184,0.514,0.806,0.583,0.628,0.291
984,1.072,0.546,1.104,0.190,0.514,0.805,0.583,0.627,0.290
985,1.086,0.547,1.097,0.187,0.514,0.805,0.583,0.627,0.290
986,1.047,0.538,1.069,0.186,0.514,0.805,0.584,0.628,0.291
987,1.088,0.548,1.106,0.190,0.514,0.805,0.584,0.627,0.290
988,1.049,0.535,1.055,0.187,0.514,0.804,0.584,0.627,0.290
989,1.077,0.549,1.073,0.186,0.514,0.806,0.584,0.628,0.290
990,1.106,0.560,1.118,0.181,0.514,0.806,0.584,0.628,0.290
991,1.085,0.546,1.092,0.188,0.515,0.803,0.584,0.627,0.290
992,1.096,0.556,1.101,0.186,0.514,0.803,0.584,0.627,0.290
993,1.054,0.539,1.067,0.185,0.515,0.802,0.584,0.627,0.290
994,1.074,0.538,1.086,0.187,0.515,0.802,0.583,0.627,0.290
995,1.071,0.539,1.076,0.185,0.514,0.803,0.583,0.627,0.290
996,1.096,0.552,1.117,0.192,0.514,0.803,0.584,0.627,0.290
997,1.099,0.554,1.111,0.183,0.514,0.804,0.583,0.627,0.290
998,1.092,0.545,1.128,0.190,0.514,0.803,0.583,0.627,0.290
999,1.080,0.544,1.095,0.189,0.515,0.803,0.583,0.627,0.290
1000,1.071,0.543,1.082,0.188,0.515,0.803,0.583,0.627,0.290
1001,1.055,0.534,1.065,0.188,0.515,0.803,0.584,0.627,0.290
1002,1.021,0.520,1.031,0.190,0.516,0.803,0.584,0.628,0.291
1003,1.062,0.540,1.081,0.183,0.515,0.803,0.584,0.628,0.291
1004,1.109,0.553,1.109,0.188,0.515,0.804,0.584,0.628,0.291
1005,1.066,0.538,1.087,0.186,0.515,0.803,0.584,0.628,0.291
1006,1.049,0.533,1.065,0.188,0.515,0.803,0.584,0.628,0.290
1007,1.078,0.542,1.074,0.188,0.515,0.803,0.584,0.628,0.291
1008,1.063,0.537,1.074,0.187,0.516,0.804,0.584,0.628,0.291
1009,1.062,0.542,1.065,0.186,0.515,0.804,0.584,0.628,0.291
1010,1.129,0.566,1.134,0.183,0.515,0.805,0.585,0.628,0.291
1011,1.097,0.559,1.112,0.182,0.515,0.805,0.585,0.628,0.291
1012,1.079,0.542,1.096,0.187,0.515,0.804,0.585,0.628,0.291
1013,1.077,0.546,1.083,0.187,0.515,0.804,0.585,0.628,0.291
1014,1.063,0.538,1.087,0.188,0.515,0.806,0.585,0.628,0.291
1015,1.076,0.543,1.093,0.184,0.516,0.804,0.585,0.629,0.291
1016,1.113,0.558,1.118,0.184,0.516,0.805,0.584,0.629,0.291
1017,1.089,0.549,1.093,0.187,0.516,0.805,0.585,0.629,0.291
1018,1.089,0.553,1.102,0.189,0.516,0.804,0.584,0.629,0.291
1019,1.047,0.531,1.060,0.190,0.516,0.804,0.584,0.629,0.291
1020,1.094,0.551,1.096,0.183,0.516,0.804,0.584,0.629,0.291
1021,1.052,0.538,1.064,0.188,0.516,0.804,0.585,0.629,0.291
1022,1.095,0.552,1.091,0.184,0.516,0.805,0.585,0.629,0.291
1023,1.063,0.540,1.065,0.186,0.516,0.805,0.585,0.629,0.291
1024,1.058,0.533,1.063,0.187,0.516,0.805,0.585,0.629,0.291
1025,1.048,0.532,1.061,0.188,0.516,0.804,0.585,0.629,0.291
1026,1.028,0.525,1.048,0.188,0.516,0.805,0.585,0.629,0.291
1027,1.073,0.545,1.078,0.185,0.515,0.805,0.585,0.628,0.291
1028,1.047,0.535,1.058,0.187,0.515,0.805,0.585,0.628,0.291
1029,1.050,0.534,1.064,0.188,0.515,0.805,0.585,0.628,0.291
1030,1.012,0.513,1.043,0.191,0.516,0.805,0.585,0.629,0.291
1031,1.108,0.552,1.103,0.185,0.515,0.805,0.585,0.628,0.291
1032,1.087,0.550,1.086,0.183,0.516,0.805,0.585,0.629,0.291
1033,1.086,0.544,1.094,0.185,0.516,0.806,0.585,0.629,0.291
1034,1.113,0.560,1.113,0.182,0.516,0.805,0.585,0.629,0.291
1035,1.104,0.553,1.106,0.180,0.517,0.805,0.585,0.629,0.291
1036,1.074,0.548,1.094,0.188,0.516,0.805,0.585,0.629,0.291
1037,1.089,0.547,1.092,0.186,0.516,0.806,0.585,0.629,0.291
1038,1.097,0.556,1.102,0.184,0.516,0.805,0.585,0.629,0.291
1039,1.120,0.560,1.121,0.185,0.517,0.804,0.586,0.629,0.291
1040,1.054,0.540,1.059,0.184,0.517,0.805,0.586,0.629,0.291
1041,1.053,0.533,1.078,0.189,0.516,0.806,0.586,0.629,0.291
1042,1.090,0.551,1.078,0.182,0.516,0.806,0.586,0.629,0.291
1043,1.067,0.544,1.067,0.184,0.516,0.807,0.586,0.629,0.291
1044,1.053,0.540,1.048,0.185,0.515,0.807,0.586,0.629,0.291
1045,1.076,0.542,1.096,0.190,0.515,0.808,0.586,0.629,0.291
1046,1.123,0.566,1.108,0.183,0.515,0.807,0.586,0.629,0.291
1047,1.076,0.545,1.100,0.186,0.515,0.806,0.586,0.629,0.291
1048,1.096,0.554,1.114,0.185,0.515,0.806,0.586,0.629,0.291
1049,1.023,0.521,1.039,0.188,0.515,0.807,0.586,0.629,0.291
1050,1.087,0.552,1.092,0.184,0.516,0.805,0.586,0.629,0.291
1051,1.047,0.535,1.050,0.191,0.516,0.806,0.586,0.629,0.291
1052,1.070,0.541,1.075,0.187,0.516,0.805,0.585,0.629,0.291
1053,1.077,0.548,1.091,0.186,0.516,0.805,0.586,0.629,0.291
1054,1.056,0.538,1.073,0.187,0.517,0.805,0.586,0.629,0.291
1055,1.053,0.534,1.056,0.185,0.517,0.805,0.586,0.629,0.291
1056,1.074,0.548,1.068,0.186,0.517,0.805,0.586,0.629,0.291
1057,1.076,0.550,1.075,0.182,0.517,0.805,0.586,0.629,0.291
1058,1.083,0.551,1.090,0.188,0.516,0.805,0.586,0.629,0.291
1059,1.046,0.539,1.060,0.185,0.516,0.806,0.586,0.629,0.291
1060,1.066,0.542,1.090,0.184,0.516,0.805,0.586,0.629,0.291
1061,1.092,0.551,1.102,0.184,0.516,0.806,0.586,0.629,0.291
1062,1.046,0.536,1.039,0.183,0.517,0.805,0.586,0.629,0.291
1063,1.061,0.541,1.051,0.184,0.516,0.806,0.586,0.629,0.291
1064,1.052,0.536,1.055,0.186,0.517,0.806,0.586,0.630,0.292
1065,1.027,0.528,1.039,0.187,0.517,0.804,0.586,0.629,0.291
1066,1.020,0.526,1.031,0.183,0.517,0.806,0.586,0.630,0.292
1067,1.062,0.541,1.051,0.180,0.517,0.806,0.586,0.630,0.292
1068,1.074,0.542,1.066,0.183,0.517,0.805,0.586,0.629,0.291
1069,1.098,0.557,1.079,0.180,0.517,0.805,0.586,0.629,0.291
1070,1.025,0.520,1.026,0.187,0.517,0.805,0.586,0.630,0.292
1071,1.063,0.538,1.049,0.183,0.518,0.804,0.586,0.630,0.292
1072,1.031,0.531,1.034,0.184,0.518,0.805,0.586,0.630,0.292
1073,1.075,0.545,1.082,0.184,0.517,0.805,0.586,0.630,0.291
1074,1.066,0.541,1.059,0.181,0.517,0.805,0.586,0.630,0.292
1075,1.057,0.538,1.065,0.184,0.517,0.804,0.586,0.630,0.292
1076,1.068,0.542,1.084,0.186,0.518,0.804,0.586,0.630,0.292
1077,1.003,0.518,1.011,0.185,0.517,0.802,0.586,0.629,0.291
1078,1.030,0.530,1.028,0.186,0.517,0.802,0.586,0.629,0.291
1079,1.106,0.559,1.094,0.184,0.517,0.802,0.585,0.629,0.291
1080,1.037,0.527,1.048,0.189,0.517,0.803,0.585,0.629,0.291
1081,1.062,0.537,1.052,0.186,0.517,0.801,0.585,0.629,0.291
1082,1.055,0.539,1.062,0.183,0.517,0.802,0.585,0.629,0.291
1083,1.052,0.535,1.066,0.187,0.517,0.802,0.585,0.629,0.292
1084,1.112,0.559,1.110,0.183,0.517,0.802,0.585,0.629,0.291
1085,1.053,0.537,1.061,0.183,0.517,0.802,0.585,0.628,0.292
1086,1.041,0.531,1.037,0.183,0.517,0.801,0.585,0.629,0.292
1087,1.032,0.532,1.035,0.184,0.517,0.801,0.585,0.629,0.292
1088,1.040,0.538,1.044,0.182,0.517,0.802,0.586,0.629,0.292
1089,1.022,0.524,1.027,0.187,0.517,0.803,0.586,0.629,0.292
1090,1.053,0.536,1.055,0.185,0.517,0.803,0.586,0.629,0.292
1091,1.108,0.559,1.102,0.183,0.517,0.803,0.586,0.629,0.292
1092,1.069,0.545,1.066,0.182,0.517,0.803,0.586,0.629,0.292
1093,1.060,0.539,1.054,0.185,0.517,0.803,0.586,0.629,0.292
