epoch,box,cls,obj,kpt,Recall,Precision,mAP@50,F1,mAP
363,1.148,0.560,1.223,0.201,0.501,0.791,0.567,0.613,0.279
364,1.125,0.555,1.186,0.196,0.501,0.791,0.566,0.613,0.279
365,1.134,0.556,1.189,0.195,0.501,0.790,0.566,0.613,0.279
366,1.138,0.557,1.184,0.193,0.501,0.791,0.567,0.613,0.279
367,1.144,0.560,1.198,0.197,0.500,0.793,0.567,0.613,0.279
368,1.132,0.554,1.207,0.195,0.501,0.791,0.567,0.614,0.279
369,1.137,0.552,1.204,0.198,0.501,0.792,0.567,0.613,0.279
370,1.122,0.558,1.162,0.194,0.501,0.791,0.567,0.613,0.279
371,1.131,0.553,1.176,0.198,0.502,0.789,0.567,0.614,0.279
372,1.127,0.552,1.182,0.194,0.502,0.789,0.567,0.613,0.279
373,1.129,0.548,1.179,0.199,0.501,0.790,0.567,0.613,0.279
374,1.145,0.568,1.206,0.191,0.502,0.788,0.567,0.613,0.279
375,1.102,0.546,1.156,0.195,0.502,0.788,0.567,0.613,0.280
376,1.135,0.557,1.209,0.197,0.502,0.788,0.567,0.613,0.279
377,1.178,0.572,1.237,0.194,0.502,0.787,0.567,0.613,0.279
378,1.075,0.534,1.141,0.196,0.502,0.788,0.567,0.614,0.279
379,1.151,0.567,1.208,0.190,0.502,0.789,0.567,0.614,0.279
380,1.121,0.555,1.170,0.191,0.503,0.788,0.567,0.614,0.280
381,1.091,0.541,1.136,0.195,0.502,0.791,0.568,0.614,0.280
382,1.138,0.559,1.186,0.194,0.502,0.791,0.568,0.614,0.280
383,1.115,0.553,1.181,0.192,0.502,0.791,0.567,0.614,0.280
384,1.152,0.561,1.210,0.199,0.503,0.791,0.567,0.615,0.280
385,1.151,0.563,1.203,0.193,0.503,0.791,0.567,0.615,0.280
386,1.133,0.556,1.193,0.196,0.503,0.791,0.568,0.615,0.280
387,1.143,0.557,1.184,0.194,0.503,0.791,0.568,0.615,0.280
388,1.129,0.559,1.167,0.195,0.502,0.791,0.568,0.615,0.280
389,1.135,0.553,1.220,0.197,0.502,0.792,0.568,0.615,0.280
390,1.131,0.546,1.196,0.200,0.503,0.790,0.567,0.614,0.279
391,1.134,0.559,1.198,0.193,0.502,0.791,0.567,0.614,0.279
392,1.131,0.554,1.179,0.194,0.501,0.791,0.567,0.614,0.280
393,1.127,0.553,1.201,0.195,0.501,0.791,0.567,0.614,0.280
394,1.102,0.544,1.150,0.196,0.501,0.793,0.567,0.614,0.280
395,1.104,0.538,1.170,0.195,0.502,0.791,0.567,0.614,0.280
396,1.137,0.557,1.216,0.194,0.502,0.791,0.567,0.614,0.280
397,1.124,0.553,1.182,0.195,0.501,0.792,0.567,0.614,0.280
398,1.143,0.563,1.194,0.190,0.501,0.793,0.567,0.614,0.280
399,1.113,0.552,1.160,0.194,0.502,0.792,0.567,0.614,0.280
400,1.138,0.556,1.198,0.193,0.502,0.792,0.567,0.614,0.280
401,1.138,0.552,1.194,0.199,0.502,0.792,0.568,0.614,0.280
402,1.154,0.568,1.203,0.193,0.502,0.792,0.567,0.614,0.280
403,1.135,0.558,1.199,0.198,0.502,0.792,0.567,0.614,0.280
404,1.158,0.563,1.213,0.195,0.501,0.793,0.567,0.614,0.280
405,1.157,0.564,1.208,0.195,0.500,0.794,0.567,0.614,0.280
406,1.118,0.553,1.167,0.191,0.501,0.794,0.567,0.614,0.280
407,1.068,0.530,1.122,0.193,0.502,0.793,0.568,0.615,0.280
408,1.152,0.566,1.192,0.191,0.501,0.793,0.568,0.614,0.280
409,1.120,0.551,1.180,0.193,0.502,0.792,0.568,0.615,0.280
410,1.133,0.553,1.190,0.192,0.503,0.793,0.568,0.615,0.280
411,1.098,0.543,1.145,0.198,0.502,0.792,0.568,0.615,0.280
412,1.100,0.548,1.160,0.191,0.502,0.793,0.568,0.615,0.280
413,1.097,0.550,1.142,0.194,0.502,0.794,0.568,0.615,0.280
414,1.126,0.552,1.195,0.196,0.502,0.793,0.568,0.615,0.280
415,1.155,0.561,1.202,0.195,0.502,0.793,0.568,0.615,0.280
416,1.139,0.556,1.188,0.198,0.502,0.793,0.568,0.615,0.280
417,1.115,0.549,1.167,0.195,0.503,0.793,0.568,0.616,0.280
418,1.122,0.553,1.174,0.195,0.503,0.793,0.568,0.615,0.280
419,1.140,0.557,1.189,0.191,0.502,0.793,0.568,0.615,0.280
420,1.163,0.569,1.214,0.197,0.502,0.794,0.568,0.615,0.280
421,1.148,0.558,1.198,0.197,0.502,0.794,0.568,0.615,0.280
422,1.115,0.546,1.160,0.198,0.501,0.796,0.567,0.615,0.280
423,1.126,0.556,1.176,0.192,0.501,0.797,0.567,0.615,0.280
424,1.136,0.558,1.178,0.195,0.501,0.797,0.567,0.615,0.280
425,1.129,0.561,1.165,0.194,0.501,0.797,0.568,0.615,0.280
426,1.098,0.546,1.163,0.199,0.501,0.796,0.568,0.615,0.280
427,1.131,0.550,1.182,0.192,0.501,0.796,0.568,0.615,0.280
428,1.119,0.552,1.175,0.195,0.500,0.797,0.567,0.615,0.280
429,1.121,0.551,1.187,0.196,0.501,0.796,0.567,0.615,0.280
430,1.119,0.552,1.171,0.199,0.501,0.797,0.568,0.615,0.280
431,1.125,0.559,1.174,0.195,0.501,0.797,0.568,0.616,0.280
432,1.112,0.544,1.160,0.195,0.501,0.798,0.568,0.616,0.280
433,1.121,0.552,1.168,0.194,0.501,0.799,0.568,0.616,0.280
434,1.117,0.551,1.184,0.191,0.500,0.800,0.568,0.616,0.280
435,1.117,0.555,1.161,0.195,0.501,0.799,0.569,0.616,0.280
436,1.124,0.556,1.168,0.195,0.500,0.800,0.568,0.616,0.280
437,1.145,0.564,1.212,0.195,0.501,0.799,0.568,0.616,0.280
438,1.105,0.546,1.142,0.191,0.501,0.798,0.568,0.616,0.280
439,1.107,0.545,1.162,0.191,0.501,0.798,0.568,0.616,0.280
440,1.114,0.556,1.142,0.189,0.502,0.798,0.568,0.616,0.280
441,1.131,0.558,1.201,0.195,0.502,0.798,0.568,0.616,0.280
442,1.161,0.574,1.210,0.190,0.502,0.797,0.569,0.616,0.280
443,1.161,0.574,1.200,0.193,0.502,0.798,0.568,0.616,0.280
444,1.064,0.534,1.121,0.195,0.502,0.798,0.569,0.616,0.280
445,1.158,0.570,1.200,0.196,0.502,0.797,0.568,0.616,0.280
446,1.118,0.544,1.146,0.199,0.502,0.798,0.569,0.617,0.280
447,1.141,0.563,1.196,0.192,0.503,0.798,0.569,0.617,0.280
448,1.128,0.563,1.175,0.199,0.502,0.798,0.569,0.617,0.280
449,1.141,0.561,1.183,0.195,0.503,0.797,0.569,0.617,0.280
450,1.100,0.544,1.137,0.197,0.502,0.797,0.569,0.616,0.280
451,1.119,0.552,1.190,0.198,0.502,0.798,0.569,0.616,0.280
452,1.121,0.554,1.176,0.191,0.502,0.799,0.569,0.616,0.281
453,1.113,0.549,1.160,0.194,0.503,0.797,0.569,0.617,0.281
454,1.140,0.557,1.190,0.194,0.503,0.797,0.569,0.617,0.281
455,1.122,0.554,1.189,0.196,0.503,0.797,0.569,0.617,0.280
456,1.132,0.555,1.175,0.193,0.504,0.795,0.569,0.617,0.281
457,1.144,0.561,1.188,0.192,0.504,0.795,0.569,0.617,0.281
458,1.144,0.556,1.190,0.191,0.504,0.796,0.569,0.617,0.281
459,1.116,0.551,1.182,0.192,0.503,0.797,0.568,0.617,0.281
460,1.123,0.553,1.196,0.194,0.503,0.798,0.569,0.617,0.281
461,1.148,0.562,1.194,0.194,0.502,0.799,0.569,0.617,0.281
462,1.131,0.564,1.191,0.191,0.502,0.799,0.569,0.617,0.281
463,1.119,0.553,1.158,0.187,0.503,0.799,0.569,0.617,0.281
464,1.120,0.546,1.178,0.193,0.502,0.799,0.569,0.617,0.281
465,1.163,0.572,1.226,0.189,0.502,0.798,0.569,0.617,0.281
466,1.111,0.554,1.145,0.190,0.503,0.798,0.569,0.617,0.281
467,1.100,0.545,1.162,0.199,0.502,0.799,0.568,0.616,0.281
468,1.127,0.556,1.180,0.192,0.502,0.799,0.568,0.617,0.281
469,1.162,0.571,1.201,0.195,0.502,0.799,0.568,0.617,0.281
470,1.125,0.554,1.171,0.191,0.503,0.796,0.568,0.616,0.281
471,1.166,0.569,1.211,0.190,0.502,0.797,0.568,0.616,0.281
472,1.124,0.552,1.168,0.194,0.501,0.798,0.568,0.616,0.281
473,1.116,0.550,1.179,0.198,0.502,0.797,0.568,0.616,0.281
474,1.139,0.561,1.191,0.194,0.502,0.798,0.568,0.616,0.281
475,1.128,0.553,1.187,0.194,0.502,0.797,0.568,0.616,0.281
476,1.125,0.546,1.190,0.196,0.502,0.798,0.568,0.617,0.281
477,1.113,0.551,1.164,0.194,0.502,0.799,0.569,0.617,0.281
478,1.161,0.565,1.208,0.193,0.503,0.798,0.569,0.617,0.281
479,1.094,0.541,1.140,0.196,0.503,0.798,0.569,0.617,0.281
480,1.123,0.558,1.160,0.193,0.504,0.797,0.569,0.617,0.281
481,1.110,0.544,1.175,0.191,0.503,0.797,0.569,0.617,0.281
482,1.133,0.556,1.193,0.190,0.503,0.798,0.569,0.617,0.281
483,1.112,0.551,1.166,0.190,0.503,0.799,0.569,0.617,0.281
484,1.152,0.565,1.204,0.194,0.503,0.798,0.569,0.617,0.281
485,1.095,0.550,1.134,0.195,0.502,0.799,0.569,0.617,0.281
486,1.148,0.557,1.199,0.191,0.503,0.799,0.570,0.617,0.281
487,1.110,0.546,1.170,0.195,0.503,0.797,0.570,0.617,0.281
488,1.101,0.547,1.152,0.193,0.503,0.798,0.570,0.617,0.281
489,1.106,0.551,1.158,0.194,0.503,0.798,0.570,0.617,0.281
490,1.135,0.560,1.206,0.191,0.503,0.798,0.570,0.617,0.281
491,1.100,0.549,1.155,0.193,0.503,0.798,0.570,0.617,0.281
492,1.132,0.562,1.193,0.197,0.503,0.798,0.570,0.617,0.281
493,1.102,0.545,1.146,0.191,0.503,0.799,0.570,0.617,0.281
494,1.121,0.558,1.166,0.198,0.503,0.797,0.570,0.617,0.281
495,1.162,0.574,1.204,0.189,0.504,0.796,0.570,0.617,0.281
496,1.088,0.544,1.138,0.191,0.504,0.797,0.569,0.617,0.281
497,1.133,0.561,1.173,0.193,0.503,0.798,0.570,0.617,0.281
498,1.137,0.562,1.173,0.194,0.503,0.799,0.570,0.617,0.281
499,1.140,0.556,1.182,0.198,0.504,0.798,0.570,0.618,0.282
500,1.085,0.537,1.131,0.195,0.503,0.801,0.570,0.618,0.282
501,1.111,0.548,1.159,0.199,0.503,0.800,0.571,0.618,0.282
502,1.103,0.540,1.158,0.192,0.503,0.799,0.570,0.618,0.282
503,1.130,0.558,1.181,0.192,0.504,0.798,0.571,0.618,0.282
504,1.102,0.553,1.145,0.191,0.503,0.800,0.571,0.618,0.282
505,1.100,0.543,1.143,0.195,0.503,0.800,0.571,0.618,0.282
506,1.131,0.559,1.180,0.190,0.503,0.800,0.571,0.618,0.282
507,1.113,0.556,1.148,0.192,0.503,0.799,0.571,0.618,0.282
508,1.152,0.566,1.191,0.191,0.504,0.800,0.571,0.618,0.282
509,1.074,0.535,1.113,0.192,0.503,0.799,0.571,0.618,0.282
510,1.137,0.562,1.189,0.195,0.503,0.799,0.571,0.618,0.282
511,1.122,0.560,1.164,0.196,0.503,0.799,0.571,0.618,0.282
512,1.105,0.549,1.150,0.195,0.503,0.799,0.571,0.618,0.282
513,1.115,0.549,1.156,0.195,0.503,0.799,0.571,0.617,0.282
514,1.129,0.554,1.151,0.191,0.504,0.797,0.571,0.617,0.282
515,1.118,0.550,1.174,0.194,0.504,0.796,0.571,0.618,0.282
516,1.131,0.557,1.182,0.194,0.504,0.796,0.571,0.617,0.282
517,1.102,0.544,1.144,0.191,0.504,0.797,0.571,0.617,0.282
518,1.134,0.561,1.173,0.192,0.504,0.796,0.571,0.617,0.283
519,1.107,0.550,1.160,0.194,0.504,0.794,0.571,0.617,0.283
520,1.133,0.556,1.191,0.191,0.504,0.794,0.571,0.617,0.283
521,1.164,0.569,1.209,0.197,0.505,0.794,0.571,0.617,0.283
522,1.110,0.549,1.168,0.195,0.504,0.795,0.571,0.617,0.283
523,1.125,0.553,1.173,0.193,0.505,0.793,0.571,0.617,0.283
524,1.132,0.562,1.175,0.193,0.505,0.793,0.571,0.617,0.283
525,1.143,0.572,1.160,0.189,0.505,0.793,0.570,0.617,0.283
526,1.125,0.549,1.178,0.193,0.505,0.793,0.571,0.617,0.283
527,1.102,0.544,1.128,0.193,0.506,0.792,0.571,0.617,0.283
528,1.134,0.560,1.173,0.190,0.506,0.792,0.571,0.617,0.283
529,1.123,0.555,1.175,0.192,0.506,0.792,0.571,0.618,0.283
530,1.154,0.568,1.194,0.191,0.506,0.792,0.571,0.617,0.283
531,1.127,0.559,1.161,0.191,0.506,0.792,0.571,0.618,0.283
532,1.128,0.557,1.175,0.195,0.505,0.793,0.572,0.617,0.283
533,1.111,0.551,1.148,0.193,0.505,0.795,0.571,0.618,0.283
534,1.154,0.562,1.196,0.196,0.505,0.795,0.572,0.618,0.283
535,1.133,0.559,1.207,0.194,0.506,0.792,0.572,0.618,0.283
536,1.119,0.553,1.175,0.192,0.506,0.793,0.572,0.618,0.283
537,1.106,0.545,1.148,0.194,0.507,0.791,0.572,0.618,0.283
538,1.122,0.558,1.147,0.192,0.506,0.793,0.572,0.618,0.283
539,1.103,0.547,1.138,0.191,0.506,0.793,0.572,0.618,0.283
540,1.114,0.546,1.159,0.190,0.506,0.793,0.572,0.618,0.283
541,1.118,0.556,1.178,0.193,0.506,0.794,0.571,0.618,0.283
542,1.081,0.537,1.139,0.196,0.506,0.794,0.571,0.618,0.283
543,1.121,0.559,1.164,0.191,0.506,0.794,0.571,0.618,0.283
544,1.140,0.558,1.189,0.195,0.506,0.793,0.571,0.618,0.283
545,1.109,0.546,1.130,0.193,0.506,0.792,0.571,0.617,0.283
546,1.145,0.565,1.183,0.191,0.506,0.793,0.571,0.618,0.283
547,1.123,0.554,1.168,0.198,0.506,0.795,0.571,0.618,0.283
548,1.096,0.544,1.164,0.197,0.506,0.794,0.571,0.618,0.283
549,1.152,0.564,1.200,0.190,0.506,0.795,0.572,0.619,0.283
550,1.120,0.556,1.202,0.197,0.505,0.796,0.571,0.618,0.283
551,1.102,0.548,1.145,0.193,0.506,0.797,0.572,0.619,0.283
552,1.129,0.555,1.158,0.191,0.506,0.796,0.572,0.619,0.283
553,1.117,0.550,1.156,0.190,0.505,0.797,0.572,0.618,0.283
554,1.179,0.577,1.228,0.189,0.506,0.795,0.572,0.619,0.283
555,1.111,0.551,1.167,0.200,0.506,0.796,0.572,0.618,0.283
556,1.068,0.535,1.116,0.195,0.506,0.796,0.572,0.618,0.283
557,1.110,0.550,1.142,0.198,0.506,0.796,0.572,0.619,0.283
558,1.143,0.562,1.177,0.195,0.506,0.794,0.572,0.619,0.283
559,1.147,0.562,1.181,0.189,0.507,0.793,0.572,0.619,0.283
560,1.080,0.536,1.115,0.196,0.507,0.793,0.572,0.618,0.283
561,1.081,0.536,1.129,0.194,0.507,0.793,0.572,0.619,0.283
562,1.097,0.547,1.152,0.196,0.507,0.792,0.571,0.618,0.283
563,1.105,0.547,1.151,0.196,0.507,0.793,0.572,0.618,0.284
564,1.120,0.559,1.160,0.191,0.506,0.794,0.572,0.618,0.283
565,1.174,0.573,1.235,0.199,0.507,0.793,0.572,0.619,0.284
566,1.144,0.563,1.181,0.192,0.507,0.794,0.572,0.619,0.283
567,1.137,0.564,1.183,0.193,0.507,0.795,0.572,0.619,0.284
568,1.088,0.542,1.124,0.196,0.507,0.794,0.572,0.619,0.284
569,1.143,0.558,1.188,0.197,0.507,0.795,0.572,0.619,0.284
570,1.122,0.558,1.163,0.195,0.507,0.794,0.572,0.619,0.284
571,1.116,0.547,1.163,0.191,0.507,0.795,0.572,0.619,0.284
572,1.098,0.546,1.143,0.195,0.507,0.795,0.572,0.619,0.284
573,1.097,0.548,1.153,0.195,0.507,0.794,0.572,0.619,0.283
574,1.113,0.551,1.152,0.194,0.507,0.794,0.572,0.619,0.283
575,1.111,0.547,1.173,0.198,0.506,0.795,0.572,0.619,0.284
576,1.124,0.561,1.160,0.192,0.506,0.794,0.572,0.619,0.284
577,1.085,0.542,1.140,0.193,0.506,0.795,0.572,0.619,0.284
578,1.132,0.556,1.196,0.194,0.507,0.795,0.572,0.619,0.284
579,1.144,0.563,1.179,0.191,0.507,0.795,0.572,0.619,0.284
580,1.090,0.544,1.138,0.192,0.507,0.795,0.572,0.619,0.284
581,1.089,0.545,1.114,0.191,0.507,0.796,0.572,0.619,0.284
582,1.107,0.549,1.145,0.191,0.507,0.795,0.572,0.619,0.284
583,1.134,0.555,1.175,0.189,0.507,0.796,0.572,0.619,0.284
584,1.130,0.558,1.159,0.192,0.506,0.797,0.572,0.619,0.284
585,1.109,0.548,1.145,0.194,0.506,0.796,0.572,0.619,0.284
586,1.144,0.561,1.168,0.193,0.506,0.796,0.572,0.619,0.284
587,1.073,0.539,1.108,0.194,0.506,0.795,0.572,0.619,0.284
588,1.107,0.550,1.126,0.192,0.506,0.797,0.572,0.619,0.284
589,1.100,0.546,1.129,0.191,0.505,0.798,0.572,0.619,0.284
590,1.092,0.540,1.153,0.196,0.506,0.796,0.573,0.619,0.284
591,1.109,0.550,1.144,0.197,0.505,0.799,0.573,0.619,0.284
592,1.104,0.543,1.133,0.193,0.505,0.798,0.573,0.619,0.284
593,1.127,0.560,1.159,0.190,0.505,0.799,0.573,0.619,0.284
594,1.099,0.547,1.131,0.193,0.505,0.799,0.573,0.619,0.284
595,1.178,0.579,1.222,0.186,0.504,0.801,0.573,0.619,0.284
596,1.095,0.542,1.134,0.193,0.505,0.799,0.573,0.619,0.284
597,1.130,0.559,1.167,0.192,0.505,0.801,0.573,0.619,0.284
598,1.074,0.541,1.111,0.193,0.505,0.799,0.573,0.619,0.285
599,1.121,0.552,1.183,0.195,0.505,0.800,0.573,0.619,0.284
600,1.126,0.550,1.174,0.197,0.506,0.799,0.573,0.619,0.285
601,1.126,0.555,1.162,0.197,0.506,0.799,0.574,0.620,0.285
602,1.134,0.564,1.163,0.190,0.506,0.796,0.573,0.619,0.284
603,1.108,0.552,1.146,0.193,0.506,0.797,0.573,0.619,0.284
604,1.090,0.537,1.144,0.199,0.506,0.797,0.573,0.619,0.284
605,1.119,0.553,1.175,0.193,0.507,0.796,0.574,0.620,0.284
606,1.118,0.552,1.156,0.194,0.507,0.796,0.574,0.620,0.284
607,1.115,0.554,1.150,0.194,0.507,0.796,0.574,0.619,0.284
608,1.085,0.540,1.133,0.194,0.507,0.795,0.573,0.619,0.284
609,1.117,0.558,1.181,0.191,0.506,0.796,0.573,0.619,0.284
610,1.139,0.566,1.174,0.190,0.506,0.797,0.574,0.619,0.285
611,1.116,0.549,1.149,0.192,0.507,0.795,0.574,0.619,0.285
612,1.124,0.557,1.175,0.193,0.507,0.795,0.574,0.619,0.285
613,1.134,0.555,1.198,0.199,0.508,0.794,0.574,0.620,0.285
614,1.157,0.564,1.196,0.190,0.507,0.795,0.574,0.619,0.284
615,1.120,0.552,1.163,0.193,0.507,0.796,0.574,0.619,0.285
616,1.138,0.556,1.179,0.191,0.507,0.797,0.574,0.619,0.285
617,1.099,0.547,1.136,0.192,0.507,0.796,0.574,0.620,0.285
618,1.096,0.551,1.131,0.193,0.507,0.796,0.574,0.619,0.285
619,1.097,0.546,1.151,0.191,0.508,0.795,0.574,0.620,0.285
620,1.131,0.553,1.169,0.192,0.508,0.796,0.574,0.620,0.285
621,1.133,0.561,1.178,0.195,0.508,0.795,0.574,0.620,0.285
622,1.106,0.546,1.146,0.196,0.508,0.793,0.574,0.620,0.285
623,1.135,0.556,1.173,0.195,0.508,0.794,0.574,0.620,0.285
624,1.139,0.560,1.171,0.192,0.509,0.792,0.574,0.620,0.285
625,1.135,0.564,1.162,0.190,0.509,0.793,0.574,0.620,0.285
626,1.151,0.566,1.187,0.189,0.509,0.793,0.574,0.620,0.285
627,1.077,0.538,1.117,0.193,0.510,0.793,0.575,0.621,0.285
628,1.112,0.558,1.148,0.188,0.510,0.790,0.574,0.620,0.285
629,1.155,0.569,1.202,0.191,0.510,0.790,0.574,0.620,0.285
630,1.127,0.556,1.160,0.190,0.510,0.791,0.575,0.620,0.285
631,1.119,0.554,1.155,0.189,0.510,0.792,0.575,0.621,0.285
632,1.141,0.560,1.205,0.193,0.510,0.792,0.575,0.621,0.285
633,1.105,0.552,1.138,0.188,0.511,0.791,0.575,0.621,0.285
634,1.076,0.541,1.111,0.193,0.511,0.792,0.575,0.621,0.285
635,1.094,0.541,1.149,0.195,0.511,0.791,0.575,0.621,0.285
636,1.127,0.553,1.174,0.193,0.511,0.792,0.575,0.621,0.285
637,1.136,0.560,1.155,0.192,0.510,0.792,0.575,0.621,0.285
638,1.128,0.558,1.170,0.192,0.510,0.793,0.575,0.621,0.285
639,1.130,0.559,1.178,0.191,0.510,0.793,0.575,0.621,0.285
640,1.102,0.549,1.153,0.188,0.509,0.793,0.575,0.620,0.285
641,1.123,0.554,1.172,0.193,0.509,0.793,0.574,0.620,0.285
642,1.128,0.557,1.154,0.190,0.509,0.793,0.575,0.620,0.285
643,1.121,0.555,1.159,0.192,0.509,0.792,0.575,0.620,0.285
644,1.066,0.528,1.095,0.193,0.509,0.792,0.575,0.620,0.285
645,1.111,0.548,1.152,0.194,0.509,0.792,0.575,0.620,0.285
646,1.102,0.554,1.142,0.190,0.510,0.792,0.575,0.620,0.285
647,1.121,0.549,1.178,0.198,0.509,0.793,0.575,0.620,0.285
648,1.098,0.546,1.153,0.193,0.509,0.793,0.575,0.620,0.285
649,1.119,0.555,1.155,0.190,0.509,0.794,0.575,0.620,0.285
650,1.139,0.560,1.179,0.190,0.510,0.793,0.575,0.621,0.285
651,1.129,0.559,1.163,0.192,0.510,0.791,0.575,0.620,0.285
652,1.105,0.545,1.149,0.194,0.509,0.794,0.575,0.621,0.285
653,1.102,0.543,1.147,0.192,0.508,0.794,0.575,0.620,0.285
654,1.087,0.544,1.122,0.196,0.508,0.794,0.575,0.620,0.285
655,1.145,0.568,1.175,0.188,0.510,0.793,0.575,0.621,0.285
656,1.122,0.557,1.156,0.193,0.509,0.793,0.575,0.620,0.285
657,1.138,0.556,1.175,0.188,0.509,0.793,0.575,0.620,0.285
658,1.120,0.557,1.160,0.196,0.509,0.794,0.576,0.621,0.285
659,1.061,0.532,1.102,0.195,0.508,0.796,0.575,0.621,0.285
660,1.073,0.533,1.113,0.192,0.508,0.797,0.576,0.620,0.285
661,1.125,0.556,1.171,0.195,0.509,0.795,0.576,0.621,0.285
662,1.116,0.554,1.135,0.193,0.509,0.794,0.576,0.620,0.285
663,1.135,0.565,1.171,0.190,0.510,0.793,0.576,0.621,0.285
664,1.099,0.543,1.151,0.194,0.509,0.795,0.576,0.621,0.285
665,1.139,0.556,1.169,0.195,0.509,0.794,0.576,0.620,0.285
666,1.100,0.551,1.157,0.194,0.509,0.793,0.576,0.620,0.285
667,1.132,0.555,1.160,0.193,0.510,0.792,0.576,0.620,0.285
668,1.050,0.528,1.089,0.195,0.510,0.793,0.576,0.621,0.285
669,1.143,0.568,1.163,0.185,0.511,0.792,0.576,0.621,0.286
670,1.153,0.567,1.166,0.189,0.511,0.792,0.576,0.621,0.286
671,1.076,0.541,1.096,0.190,0.511,0.792,0.576,0.622,0.286
672,1.095,0.545,1.124,0.189,0.511,0.792,0.576,0.621,0.286
673,1.102,0.549,1.149,0.193,0.511,0.792,0.576,0.621,0.286
674,1.134,0.562,1.167,0.192,0.510,0.793,0.576,0.621,0.286
675,1.099,0.548,1.155,0.193,0.510,0.794,0.576,0.621,0.286
676,1.135,0.557,1.173,0.190,0.510,0.794,0.576,0.621,0.286
677,1.102,0.544,1.142,0.197,0.509,0.795,0.576,0.621,0.286
678,1.146,0.562,1.182,0.192,0.509,0.794,0.576,0.621,0.286
679,1.077,0.537,1.107,0.191,0.510,0.793,0.576,0.621,0.286
680,1.128,0.558,1.151,0.188,0.510,0.793,0.576,0.621,0.286
681,1.135,0.556,1.169,0.190,0.510,0.794,0.576,0.621,0.286
682,1.118,0.559,1.139,0.188,0.509,0.795,0.576,0.621,0.286
683,1.107,0.548,1.152,0.192,0.510,0.796,0.576,0.621,0.286
684,1.132,0.563,1.159,0.185,0.510,0.795,0.577,0.622,0.286
685,1.109,0.556,1.124,0.192,0.510,0.794,0.576,0.621,0.286
686,1.051,0.529,1.072,0.196,0.511,0.794,0.576,0.622,0.286
687,1.123,0.552,1.174,0.201,0.510,0.797,0.577,0.622,0.286
688,1.107,0.556,1.144,0.189,0.510,0.795,0.576,0.622,0.286
689,1.108,0.550,1.153,0.192,0.511,0.794,0.576,0.621,0.286
690,1.070,0.533,1.132,0.199,0.510,0.796,0.576,0.622,0.286
691,1.116,0.553,1.157,0.190,0.511,0.795,0.576,0.622,0.286
692,1.127,0.554,1.160,0.193,0.509,0.798,0.576,0.621,0.286
693,1.110,0.550,1.151,0.192,0.509,0.799,0.576,0.622,0.286
694,1.086,0.537,1.125,0.194,0.510,0.797,0.576,0.622,0.287
695,1.091,0.542,1.136,0.195,0.509,0.798,0.576,0.622,0.287
696,1.120,0.561,1.158,0.191,0.508,0.800,0.576,0.621,0.287
697,1.072,0.540,1.100,0.188,0.508,0.799,0.576,0.621,0.287
698,1.118,0.555,1.148,0.191,0.508,0.800,0.576,0.622,0.287
699,1.077,0.538,1.091,0.191,0.508,0.801,0.576,0.622,0.287
700,1.145,0.569,1.162,0.187,0.508,0.803,0.576,0.622,0.287
701,1.141,0.568,1.157,0.189,0.507,0.803,0.576,0.622,0.287
702,1.123,0.559,1.144,0.190,0.507,0.805,0.576,0.622,0.287
703,1.144,0.566,1.171,0.189,0.507,0.805,0.576,0.622,0.287
704,1.098,0.547,1.126,0.188,0.507,0.804,0.576,0.622,0.287
705,1.079,0.546,1.098,0.190,0.506,0.804,0.575,0.621,0.287
706,1.124,0.564,1.161,0.191,0.507,0.803,0.575,0.622,0.287
707,1.119,0.559,1.146,0.187,0.507,0.803,0.576,0.621,0.287
708,1.103,0.548,1.134,0.192,0.507,0.804,0.576,0.622,0.287
709,1.091,0.549,1.119,0.190,0.507,0.805,0.577,0.622,0.287
710,1.139,0.558,1.206,0.194,0.509,0.803,0.577,0.623,0.287
711,1.101,0.552,1.157,0.192,0.509,0.803,0.577,0.623,0.287
712,1.093,0.543,1.138,0.194,0.508,0.803,0.576,0.623,0.287
713,1.104,0.548,1.133,0.191,0.509,0.802,0.577,0.623,0.287
714,1.103,0.552,1.125,0.189,0.509,0.802,0.576,0.623,0.287
715,1.130,0.561,1.165,0.192,0.509,0.803,0.577,0.623,0.287
716,1.096,0.548,1.132,0.195,0.508,0.803,0.577,0.623,0.287
717,1.083,0.543,1.102,0.191,0.509,0.803,0.577,0.623,0.286
718,1.125,0.559,1.156,0.187,0.509,0.801,0.577,0.623,0.287
719,1.116,0.552,1.153,0.191,0.509,0.801,0.577,0.623,0.287
720,1.119,0.553,1.170,0.190,0.509,0.801,0.577,0.623,0.286
721,1.056,0.533,1.101,0.192,0.509,0.801,0.577,0.623,0.287
722,1.067,0.534,1.088,0.193,0.509,0.802,0.577,0.622,0.287
723,1.091,0.542,1.136,0.195,0.509,0.802,0.577,0.623,0.287
724,1.110,0.549,1.165,0.193,0.509,0.801,0.577,0.622,0.286
725,1.105,0.553,1.137,0.192,0.509,0.800,0.577,0.622,0.286
726,1.099,0.547,1.121,0.193,0.508,0.800,0.577,0.622,0.286
727,1.117,0.552,1.149,0.189,0.509,0.801,0.577,0.622,0.286
728,1.099,0.553,1.109,0.192,0.508,0.802,0.577,0.622,0.286
729,1.083,0.541,1.106,0.189,0.508,0.802,0.577,0.622,0.286
